price,location,property_type,bedrooms,bathrooms,area,road_access,facing,floor,parking,furnish_status
Rs. 3.9 Cr,"Shital Height, Lalitpur",,4,5,2800 Sq. Ft.,20 Feet,,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 5.8 Cr,"Bhaisepati, Lalitpur",,5,5,,20 Feet,,3.5,3 Cars  & 3 Bikes,Full-Furnished
Rs. 4.5 Cr,"Grande Hospital, Kathmandu",,6,4,1000 Sq. Ft.,20 Feet,South,3,1 Car  & 5 Bikes,Un-Furnished
Rs. 3.75 Cr,"Imadol, Lalitpur",,5,5,,13 Feet,West,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.5 Cr,"Galkopakha, Kathmandu",,7,3,800 Sq. Ft.,12 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.8 Cr,"Ganesh Chowk, Kathmandu",,5,3,,13 Feet,North-West,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.05 Cr,"Bojepokhari, Lalitpur",,8,5,,15 Feet,East,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.7 Cr,"Teku, Kathmandu",,7,5,3200 Sq. Ft.,10 Feet,North,3,2 Cars  & 5 Bikes,Un-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,5,3,,20 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.85 Cr,"Tikathali, Lalitpur",,5,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Bhangal , Kathmandu",,6,4,,20 Feet,South-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Kirtipur, Kathmandu",,3,3,,15 Feet,,3,1 Car  & 2 Bikes,
Rs. 3.65 Cr,"Tikathali, Lalitpur",,6,5,3765 Sq. Ft.,13 Feet,South,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.75 Cr,"Ochu Height, Lalitpur",,6,4,,20 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.1 Cr,"Bhaisepati, Lalitpur",,4,3,,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Manamaiju, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.3 Cr,"Bhaisepati, Lalitpur",,5,3,,20 Feet,North-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.8 Cr,"Lasuntar, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,North-East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.3 Cr,"Sai Baba Chowk, Kathmandu",,6,2,1000 Sq. Ft.,13 Feet,South-East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.75 Cr,"Ochu Height, Lalitpur",,6,4,,20 Feet,North-East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.2 Cr,"Lamatar, Lalitpur",,4,4,2300 Sq. Ft.,20 Feet,,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.64 Cr,"Tikathali, Lalitpur",,6,5,3765 Sq. Ft.,13 Feet,South,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.6 Cr,"Ochu Height, Lalitpur",,5,3,,20 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.9 Lac/m,"Jawalakhel, Lalitpur",,3,4,,20 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.65 Cr,"Bhandari Marg, Lalitpur",,7,4,,20 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.95 Cr,"Sundarbasti, Kathmandu",,6,4,,13 Feet,North-East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 8 Cr,"Bhaisepati, Lalitpur",,5,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4 Cr,"Bhaisepati, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.75 Cr,"Lasuntar, Kathmandu",,6,4,,14 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.2 Lac/m,"Bhaisepati, Lalitpur",,4,3,,,,2.5,1 Car  & 3 Bikes,Full-Furnished
"Rs. 75,000 /m","Bhaisepati, Lalitpur",,5,1,,,,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.2 Cr,"Tokha Saraswoti, Kathmandu",,6,3,900 Sq. Ft.,12 Feet,South-West,2.5,3 Cars  & 6 Bikes,Un-Furnished
Rs. 3.8 Cr,"Lasuntar, Kathmandu",,5,3,,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 90,000 /m","Balkumari, Lalitpur",,3,2,,20 Feet,South,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Sundarbasti, Kathmandu",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.25 Cr,"Bhangal , Kathmandu",,5,3,,12 Feet,West,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.8 Cr,"Rabi Bhawan, Kathmandu",,7,5,,4 Feet,North,2.5,4 Bikes,Un-Furnished
Rs. 3 Cr,"Nagdhunga, Kathmandu",,7,5,2200 Sq. Ft.,12 Feet,North-West,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 3.8 Cr,"Lasuntar, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,North-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Chunikhel, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.65 Cr,"Chunikhel, Kathmandu",,7,5,,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Lasuntar, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.4 Cr,"Lasuntar, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.99 Cr,"Lasuntar, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Chunikhel, Kathmandu",,6,4,,13 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.75 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.94 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.5 Cr,"Baluwakhani, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.1 Cr,"Dhapasi, Kathmandu",,6,4,1000 Sq. Ft.,16 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 5.3 Cr,"Dhapasi, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,South-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.65 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.8 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.5 Cr,"Ochu Height, Lalitpur",,6,4,,13 Feet,North-West,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.6 Cr,"Ochu Height, Lalitpur",,6,4,,13 Feet,North-East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.5 Cr,"Ochu Height, Lalitpur",,6,4,,13 Feet,North-East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,South-West,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.65 Cr,"Ochu Height, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.5 Cr,"Kamerotar, Bhaktapur",,5,3,,20 Feet,West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.3 Cr,"Sai Baba Chowk, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Suryadarshan Height, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.4 Cr,"Grande Hospital, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,North-East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4 Cr,"Ganesh Chowk, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.5 Cr,"Chunikhel, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.95 Cr,"Budhanilkantha, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Kamerotar, Bhaktapur",,6,4,,13 Feet,West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Bhandari Marg, Lalitpur",,5,3,,20 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.6 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,North-West,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 12 Cr,"Budhanilkantha, Kathmandu",,5,3,,20 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Price on call,"Shantinagar, Kathmandu",,7,4,,11 Feet,East,3.5,4 Bikes,Full-Furnished
Rs. 1.7 Cr,"Siddhipur, Lalitpur",,3,2,,7 Feet,North-East,1,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.85 Cr,"Balkot, Bhaktapur",,4,3,,13 Feet,West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Kamerotar, Bhaktapur",,5,3,,22 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.85 Cr,"Golfutar, Kathmandu",,6,4,,20 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Sanothimi, Bhaktapur",,6,4,,20 Feet,East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4 Cr,"Ochu Height, Lalitpur",,5,3,,13 Feet,South,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.5 Cr,"Hattigauda, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.7 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 1.25 Lac/m,"Soltimode, Kathmandu",,3,2,,,,2.5,2 Cars  & 1 Bike,Semi-Furnished
Rs. 1.25 Lac/m,"Sukedhara, Kathmandu",,5,4,,10 Feet,East,2.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 3.2 Cr,"Lubhu, Lalitpur",,6,4,,13 Feet,North-East,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 4.9 Cr,"Budhanilkantha, Kathmandu",,6,4,,20 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.6 Cr,"Gatthaghar, Bhaktapur",,6,4,,10 Feet,North-West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.75 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 33 Lac,"Grande Hospital, Kathmandu",,6,4,,11 Feet,South-West,3,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 65,000 /m","Budhanilkantha, Kathmandu",,3,3,,13 Feet,South,2.5,2 Cars  & 3 Bikes,Un-Furnished
Rs. 2 Lac/m,"Sanepa, Lalitpur",,4,3,,,,2.5,1 Car,Full-Furnished
Rs. 2.7 Lac/m,"Mid Baneshwor, Kathmandu",,10,4,,,,3.5,4 Cars  & 5 Bikes,Un-Furnished
Rs. 3 Lac/m,"Old Baneshwor, Kathmandu",,10,4,1000 Sq. Ft.,,,5,7 Cars,Un-Furnished
Rs. 4.95 Cr,"Imadol, Lalitpur",,6,5,,13 Feet,North,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.49 Cr,"Tikathali, Lalitpur",,6,5,,13 Feet,South-East,3,2 Cars  & 2 Bikes,Full-Furnished
Rs. 3.35 Cr,"Shital Height, Lalitpur",,5,5,,13 Feet,North,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.7 Cr,"Shital Height, Lalitpur",,5,4,,13 Feet,East,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.95 Cr,"Jarankhu, Kathmandu",,6,4,720 Sq. Ft.,13 Feet,North-East,3.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 4.4 Cr,"Ganesh Chowk, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.85 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.15 Cr,"Balkot, Bhaktapur",,5,3,,13 Feet,North,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Dhapakhel, Lalitpur",,6,3,2637 Sq. Ft.,12 Feet,North,3.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 3.45 Cr,"Imadol, Lalitpur",,7,5,,8 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.15 Cr,"Harisiddhi, Lalitpur",,2,1,988.28 Sq. Ft.,12 Feet,,1,2 Cars  & 5 Bikes,Full-Furnished
Rs. 2.7,"Harisiddhi, Lalitpur",,4,5,2000 Sq. Ft.,20 Feet,,2.5,,Full-Furnished
Rs. 4.2 Cr,"Sanepa, Lalitpur",,6,5,,20 Feet,,2.5,,Semi-Furnished
Rs. 1.55 Cr,"Sunakothi, Lalitpur",,4,3,1700 Sq. Ft.,12 Feet,,2.5,,Semi-Furnished
Rs. 2.25 Cr,"Jawalakhel, Lalitpur",,5,3,1385 Sq. Ft.,13 Feet,West,2.5,,Semi-Furnished
Rs. 2.1 Cr,"Kupandole, Lalitpur",,4,3,1500 Sq. Ft.,20 Feet,,2.5,,Semi-Furnished
Rs. 4.5 Cr,"Shital Height, Lalitpur",,5,3,,13 Feet,North-West,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.9 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.95 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,South-East,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.75 Cr,"Shital Height, Lalitpur",,5,3,,13 Feet,South-West,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 6.8 Cr,"Baluwatar, Kathmandu",,6,3,,14 Feet,South-West,2,,Semi-Furnished
Rs. 3.5 Cr,"Chabahil, Kathmandu",,5,5,2350 Sq. Ft.,12 Feet,,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 4.5,"New Baneshwor, Kathmandu",,7,4,3800 Sq. Ft.,12 Feet,,3.5,,Semi-Furnished
Rs. 4.1 Cr,"Koteshwor, Kathmandu",,6,4,1500 Sq. Ft.,20 Feet,,3,,Semi-Furnished
Rs. 2.8 Cr,"Shital Height, Lalitpur",,5,3,,20 Feet,North-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Imadol, Lalitpur",,5,3,,20 Feet,West,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 60 Cr,"Gongabu, Kathmandu",,9,7,4970 Sq. Ft.,20 Feet,South,4,,Semi-Furnished
Rs. 2.72 Cr,"Hattigauda, Kathmandu",,4,3,2500 Sq. Ft.,20 Feet,,2.5,,Full-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.25 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.65 Cr,"Shital Height, Lalitpur",,6,5,,13 Feet,West,3,2 Cars  & 4 Bikes,Full-Furnished
Rs. 3.35 Cr,"Ochu Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.6 Cr,"Golfutar, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 5.5 Cr,"Golfutar, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 4 Bikes,Un-Furnished
Rs. 3.5 Cr,"Bhangal , Kathmandu",,6,3,1000 Sq. Ft.,26 Feet,North-East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.25 Cr,"Manabahadur Marga, Kathmandu",,6,3,1200 Sq. Ft.,26 Feet,North-East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.8 Cr,"Lamatar, Lalitpur",,4,2,,13 Feet,South-East,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.65 Cr,"Shital Height, Lalitpur",,6,5,,13 Feet,West,3,2 Cars  & 4 Bikes,Full-Furnished
Rs. 5.5 Cr,"Pasikot, Kathmandu",,6,5,,20 Feet,South,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 1.7 Lac/m,"Maharajgunj, Kathmandu",,5,3,,20 Feet,South,2,1 Car  & 3 Bikes,Full-Furnished
"Rs. 80,000 /m","Balkumari, Lalitpur",,4,3,,13 Feet,South,2.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3 Cr,"Sanagaun, Lalitpur",,7,5,,20 Feet,South-East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.5 Lac/m,"Bhaisepati, Lalitpur",,6,4,,12 Feet,South,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.75 Cr,"Tikathali, Lalitpur",,5,3,,20 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,5,4,,20 Feet,West,3.5,2 Cars  & 2 Bikes,Semi-Furnished
Rs. 5.5 Cr,"Pasikot, Kathmandu",,7,5,,13 Feet,North-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.8 Cr,"Megha City, Kathmandu",,5,2,1000 Sq. Ft.,20 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6.8 Cr,"Baluwatar, Kathmandu",,6,5,,14 Feet,South,2,,Full-Furnished
Rs. 2.7 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.3 Cr,"Tokha, Kathmandu",,6,4,,12 Feet,,3,4 Bikes,Semi-Furnished
Rs. 2.6 Cr,"Samakhusi, Kathmandu",,7,3,,12 Feet,,2.5,,Semi-Furnished
Rs. 5.5 Cr,"Ason, Kathmandu",,10,8,1200 Sq. Ft.,10 Feet,,5,,Un-Furnished
Rs. 3.5 Cr,"Ochu Height, Lalitpur",,6,4,,13 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.6 Cr,"Syuchatar, Kathmandu",,5,4,,13 Feet,,2.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 6.75 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.75 Cr,"Ganesh Chowk, Kathmandu",,5,3,,13 Feet,North-East,2,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.4 Cr,"Gaushala, Kathmandu",,5,3,3000 Sq. Ft.,14 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4 Cr,"Dhapasi, Kathmandu",,6,3,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.6 Cr,"Dhapasi, Kathmandu",,5,3,1000 Sq. Ft.,13 Feet,South-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 7 Cr,"Basundhara, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,South,2.5,3 Cars  & 9 Bikes,Un-Furnished
Rs. 2.8 Cr,"Megha City, Kathmandu",,6,2,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.8 Cr,"Megha City, Kathmandu",,6,2,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 4 Cr,"Jalpa Chowk, Kathmandu",,6,4,1000 Sq. Ft.,14 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.9 Cr,"Bhutkhel , Kathmandu",,5,3,1000 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Budhanilkantha, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 85,000 /m","Bhaisepati, Lalitpur",,5,3,,13 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.5 Cr,"Kapan, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Kapan, Kathmandu",,5,3,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4 Cr,"Kapan, Kathmandu",,5,3,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.2 Cr,"Tikathali, Lalitpur",,5,3,,22 Feet,South-East,3.5,1 Car  & 3 Bikes,Un-Furnished
"Rs. 55,000 /m","Thecho, Lalitpur",,3,3,,13 Feet,,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.65 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.35 Cr,"Kapan, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Grande Hospital, Kathmandu",,6,4,1000 Sq. Ft.,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 85,000 /m","Bhaisepati, Lalitpur",,5,3,,10 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.9 Cr,"Bhutkhel , Kathmandu",,6,3,1000 Sq. Ft.,14 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.65 Cr,"Megha City, Kathmandu",,6,4,1000 Sq. Ft.,13 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.6 Cr,"Bhangal , Kathmandu",,6,4,1000 Sq. Ft.,20 Feet,North-East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.5 Cr,"Bhandari Marg, Lalitpur",,7,4,,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.25 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.65 Cr,"Lubhu, Lalitpur",,2,2,,13 Feet,North-East,1.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 5.7 Cr,"Teku, Kathmandu",,6,5,3500 Sq. Ft.,10 Feet,North,3,2 Cars  & 5 Bikes,Un-Furnished
Rs. 4.5 Cr,"Ochu Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 2.8 Cr,"Imadol, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.25 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.9 Cr,"Setipakha, Lalitpur",,2,2,,13 Feet,South,1.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.7 Cr,"Lubhu, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.55 Cr,"Suryadarshan Height, Kathmandu",,7,4,1000 Sq. Ft.,13 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2 Cr,"Lubhu, Lalitpur",,5,3,,13 Feet,North-West,3,1 Car  & 3 Bikes,Un-Furnished
Rs. 3.3 Cr,"Chunikhel, Kathmandu",,6,2,1200 Sq. Ft.,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.55 Cr,"Lubhu, Lalitpur",,2,2,,13 Feet,North-East,1.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 3.3 Cr,"Lubhu, Lalitpur",,6,4,,13 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.65 Cr,"Lubhu, Lalitpur",,2,2,,13 Feet,North-East,1,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.2 Cr,"Lubhu, Lalitpur",,6,4,,13 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.7 Cr,"Lubhu, Lalitpur",,5,4,,13 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3 Cr,"Balkot, Bhaktapur",,5,3,,16 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.3 Cr,"Balkot, Bhaktapur",,5,3,,11 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.95 Cr,"Baluwakhani, Kathmandu",,6,4,,13 Feet,South,3,1 Car  & 3 Bikes,Semi-Furnished
"Rs. 80,000 /m","Imadol, Lalitpur",,3,2,,13 Feet,South,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.7 Cr,"Suryadarshan Height, Kathmandu",,4,2,1200 Sq. Ft.,13 Feet,East,3,1 Car  & 1 Bike,Semi-Furnished
Rs. 4.25 Cr,"Bhaisepati, Lalitpur",,5,4,,20 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.65 Cr,"Lubhu, Lalitpur",,2,2,,13 Feet,North-East,2,1 Car  & 1 Bike,Semi-Furnished
Rs. 1.4 Cr,"Changathali, Lalitpur",,2,2,,15 Feet,East,1,1 Car  & 1 Bike,Un-Furnished
Rs. 1.65 Cr,"Thankot, Kathmandu",,7,3,,12 Feet,South-West,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.5 Lac/m,"Bansbari, Kathmandu",,6,6,,10 Feet,South,2.5,3 Cars  & 3 Bikes,Un-Furnished
Rs. 1.25 Lac/m,"Bhaisepati, Lalitpur",,5,5,,13 Feet,South,2.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 5.5 Cr,"Bhaisepati, Lalitpur",,15,4,2900 Sq. Ft.,13 Feet,North,4,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 9.5 Cr,"Narayanthan , Kathmandu",,5,5,2900 Sq. Ft.,13 Feet,South-East,2.5,5 Cars  & 5 Bikes,Semi-Furnished
Rs. 1.3 Cr,"Gwarko, Lalitpur",,2,3,1475 Sq. Ft.,20 Feet,South-West,4,2 Bikes,Semi-Furnished
Rs. 3.8 Cr,"Sai Baba Chowk, Kathmandu",,6,2,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
